Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Infrequent,Destination,SEA,4,1087,2240,schung@vizpainter.com,2020/8/17,2020/11/17,TG-21310,American,215,DFW-SEA,Economy,Sung Chung,Sung Chung,148,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,4,1088,2213,sschmidt@vizpainter.com,2021/9/22,2021/11/25,SW-20275,American Airlines,315,DFW-MCO,Business,Shirley Schmidt,Shirley Schmidt,212.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,4,1088,2213,sschmidt@vizpainter.com,2021/9/22,2021/11/25,SW-20275,American Airlines,315,DFW-MCO,Business,Shirley Schmidt,Shirley Schmidt,212.5,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,9,1089,751,rpayne@vizpainter.com,2021/9/20,2021/10/6,RF-19735,Delta,483,DFW-MCO,1st Class,Rachel Payne,Rachel Payne,220.888888889,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,9,1089,751,rpayne@vizpainter.com,2021/9/20,2021/10/6,RF-19735,Delta,483,DFW-MCO,1st Class,Rachel Payne,Rachel Payne,220.888888889,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,11,1090,3950,sfoster@vizpainter.com,2020/9/8,2020/11/22,SN-20710,Delta,137,DFW-COS,Economy,Sarah Foster,Sarah Foster,115.090909091,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,1090,3950,sfoster@vizpainter.com,2020/9/8,2020/11/22,SN-20710,Delta,137,DFW-COS,Economy,Sarah Foster,Sarah Foster,115.090909091,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,12,1091,914,bdonatelli@vizpainter.com,2021/9/20,2021/11/28,BM-11650,Delta,311,DFW-MCO,Economy,Bill Donatelli,Bill Donatelli,184.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,12,1091,914,bdonatelli@vizpainter.com,2021/9/20,2021/11/28,BM-11650,Delta,311,DFW-MCO,Economy,Bill Donatelli,Bill Donatelli,184.5,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,10,1092,3812,agerbode@vizpainter.com,2019/10/9,2019/11/19,AH-10690,Delta,298,DFW-SLC,Economy,Andy Gerbode,Andy Gerbode,167.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,10,1092,3812,agerbode@vizpainter.com,2019/10/9,2019/11/19,AH-10690,Delta,298,DFW-SLC,Economy,Andy Gerbode,Andy Gerbode,167.4,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Infrequent,Origin,DFW,3,1093,6577,emoffitt@vizpainter.com,2021/2/12,2021/3/8,EJ-13720,AA,406,DFW-SLC,Business,Elizabeth Moffitt,Elizabeth Moffitt,197.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,3,1093,6577,emoffitt@vizpainter.com,2021/2/12,2021/3/8,EJ-13720,AA,406,DFW-SLC,Business,Elizabeth Moffitt,Elizabeth Moffitt,197.333333333,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,6,1094,1242,mgastineau@vizpainter.com,2020/8/10,2020/9/4,MO-17800,American,157,DFW-SAN,Economy,Maureen Gastineau,Maureen Gastineau,135.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,6,1094,1242,mgastineau@vizpainter.com,2020/8/10,2020/9/4,MO-17800,American,157,DFW-SAN,Economy,Maureen Gastineau,Maureen Gastineau,135.833333333,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,10,1095,1401,kbraun@vizpainter.com,2020/8/23,2020/11/5,KM-16375,United,427,DFW-SAN,1st Class,Karl Braun,Karl Braun,178.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,10,1095,1401,kbraun@vizpainter.com,2020/8/23,2020/11/5,KM-16375,United,427,DFW-SAN,1st Class,Karl Braun,Karl Braun,178.4,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,8,1096,7275,afoster@vizpainter.com,2019/10/9,2019/11/17,AW-10930,American,286,DFW-SAN,Economy,Art Foster,Art Foster,226.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,1096,7275,afoster@vizpainter.com,2019/10/9,2019/11/17,AW-10930,American,286,DFW-SAN,Economy,Art Foster,Art Foster,226.5,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,8,1097,2623,lthompson@vizpainter.com,2018/11/23,2018/12/6,MC-17635,American (AA),82,DFW-COS,Economy,Liz Thompson,Liz Thompson,116.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,8,1097,2623,lthompson@vizpainter.com,2018/11/23,2018/12/6,MC-17635,American (AA),82,DFW-COS,Economy,Liz Thompson,Liz Thompson,116.75,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,1098,7365,darnett@vizpainter.com,2020/7/31,2020/12/3,DS-13180,United,277,DFW-BUR,Business,Dianna Arnett,Dianna Arnett,266.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,9,1098,7365,darnett@vizpainter.com,2020/7/31,2020/12/3,DS-13180,United,277,DFW-BUR,Business,Dianna Arnett,Dianna Arnett,266.333333333,BUR,Bob Hope Airport,34.20069885,-118.3590012
Infrequent,Origin,DFW,1,1099,7037,cchapman@vizpainter.com,2018/4/10,2018/5/4,CS-11860,Delta,372,DFW-LNK,Business,Cindy Chapman,Cindy Chapman,372,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,LNK,1,1099,7037,cchapman@vizpainter.com,2018/4/10,2018/5/4,CS-11860,Delta,372,DFW-LNK,Business,Cindy Chapman,Cindy Chapman,372,LNK,Lincoln Airport,40.85100174,-96.75920105
Infrequent,Origin,DFW,4,1100,987,arawles@vizpainter.com,2021/6/4,2021/10/5,AS-10630,United,198,DFW-CHS,Economy,Anthony Rawles,Anthony Rawles,128.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CHS,4,1100,987,arawles@vizpainter.com,2021/6/4,2021/10/5,AS-10630,United,198,DFW-CHS,Economy,Anthony Rawles,Anthony Rawles,128.5,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683
Casual,Origin,DFW,6,1101,9458,bgillingham@vizpainter.com,2021/4/17,2021/6/2,BW-11110,Delta,58,DFW-SEA,Economy,Brooke Gillingham,Brooke Gillingham,240.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,1101,9458,bgillingham@vizpainter.com,2021/4/17,2021/6/2,BW-11110,Delta,58,DFW-SEA,Economy,Brooke Gillingham,Brooke Gillingham,240.666666667,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,10,1102,3163,gguthrie@vizpainter.com,2018/6/8,2018/9/25,HF-14995,AA,228,DFW-MEM,Economy,Greg Guthrie,Greg Guthrie,139.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MEM,10,1102,3163,gguthrie@vizpainter.com,2018/6/8,2018/9/25,HF-14995,AA,228,DFW-MEM,Economy,Greg Guthrie,Greg Guthrie,139.5,MEM,Memphis International Airport,35.04240036,-89.97669983
Casual,Origin,DFW,10,1103,7798,hryan@vizpainter.com,2021/2/24,2021/3/26,HR-14830,AA,146,DFW-MEM,Economy,Harold Ryan,Harold Ryan,166.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MEM,10,1103,7798,hryan@vizpainter.com,2021/2/24,2021/3/26,HR-14830,AA,146,DFW-MEM,Economy,Harold Ryan,Harold Ryan,166.4,MEM,Memphis International Airport,35.04240036,-89.97669983
Extreme,Origin,DFW,16,1104,3053,nfritzler@vizpainter.com,2021/7/21,2021/10/11,NZ-18565,United,169,DFW-COS,Business,Natalie Fritzler,Natalie Fritzler,192.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,COS,16,1104,3053,nfritzler@vizpainter.com,2021/7/21,2021/10/11,NZ-18565,United,169,DFW-COS,Business,Natalie Fritzler,Natalie Fritzler,192.375,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,1105,5264,scooley@vizpainter.com,2018/5/16,2018/9/10,SZ-20035,American (AA),318,DFW-HIO,Economy,Sonia Cooley,Sonia Cooley,256.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,10,1105,5264,scooley@vizpainter.com,2018/5/16,2018/9/10,SZ-20035,American (AA),318,DFW-HIO,Economy,Sonia Cooley,Sonia Cooley,256.2,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,2,1106,1554,btyler@vizpainter.com,2021/6/27,2021/10/21,BO-11425,Delta,217,DFW-SEA,Economy,Bill Tyler,Bill Tyler,171.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,2,1106,1554,btyler@vizpainter.com,2021/6/27,2021/10/21,BO-11425,Delta,217,DFW-SEA,Economy,Bill Tyler,Bill Tyler,171.5,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,4,1107,2055,pmcvee@vizpainter.com,2020/10/19,2020/12/7,RD-19480,United,307,DFW-MCO,Economy,Peter McVee,Peter McVee,163.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,4,1107,2055,pmcvee@vizpainter.com,2020/10/19,2020/12/7,RD-19480,United,307,DFW-MCO,Economy,Peter McVee,Peter McVee,163.75,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,7,1108,5015,stom@vizpainter.com,2021/6/19,2021/7/26,SW-20350,Delta,181,DFW-SAN,Economy,Shui Tom,Shui Tom,170.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,7,1108,5015,stom@vizpainter.com,2021/6/19,2021/7/26,SW-20350,Delta,181,DFW-SAN,Economy,Shui Tom,Shui Tom,170.428571429,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,11,1109,5964,lshagiari@vizpainter.com,2018/10/25,2018/11/13,MA-17560,Delta,174,DFW-COS,Economy,Lindsay Shagiari,Lindsay Shagiari,178.909090909,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,1109,5964,lshagiari@vizpainter.com,2018/10/25,2018/11/13,MA-17560,Delta,174,DFW-COS,Economy,Lindsay Shagiari,Lindsay Shagiari,178.909090909,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,1110,3974,jkarlsson@vizpainter.com,2020/2/16,2020/4/2,JM-15250,United,101,DFW-SEA,Economy,Jim Karlsson,Jim Karlsson,109,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,9,1110,3974,jkarlsson@vizpainter.com,2020/2/16,2020/4/2,JM-15250,United,101,DFW-SEA,Economy,Jim Karlsson,Jim Karlsson,109,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,9,1111,2039,sbrown@vizpainter.com,2019/6/1,2019/6/23,SN-20560,Delta,111,DFW-COS,Economy,Sarah Brown,Sarah Brown,155.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,9,1111,2039,sbrown@vizpainter.com,2019/6/1,2019/6/23,SN-20560,Delta,111,DFW-COS,Economy,Sarah Brown,Sarah Brown,155.666666667,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,14,1112,3839,kducich@vizpainter.com,2018/7/17,2018/8/2,KM-16720,American (AA),371,DFW-SLC,Economy,Katherine Ducich,Katherine Ducich,178.642857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SLC,14,1112,3839,kducich@vizpainter.com,2018/7/17,2018/8/2,KM-16720,American (AA),371,DFW-SLC,Economy,Katherine Ducich,Katherine Ducich,178.642857143,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,14,1113,1138,ehildebrand@vizpainter.com,2020/9/28,2020/11/14,FH-14275,United,147,DFW-GRB,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,GRB,14,1113,1138,ehildebrand@vizpainter.com,2020/9/28,2020/11/14,FH-14275,United,147,DFW-GRB,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Infrequent,Origin,DFW,4,1114,8520,dlatchford@vizpainter.com,2021/8/26,2021/12/10,DO-13645,Delta,297,DFW-SLC,Economy,Delfina Latchford,Delfina Latchford,368.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,4,1114,8520,dlatchford@vizpainter.com,2021/8/26,2021/12/10,DO-13645,Delta,297,DFW-SLC,Economy,Delfina Latchford,Delfina Latchford,368.5,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Infrequent,Origin,DFW,4,1115,939,reichhorn@vizpainter.com,2019/11/27,2019/12/17,RP-19270,Delta,176,DFW-COS,Economy,Richard Eichhorn,Richard Eichhorn,126.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,4,1115,939,reichhorn@vizpainter.com,2019/11/27,2019/12/17,RP-19270,Delta,176,DFW-COS,Economy,Richard Eichhorn,Richard Eichhorn,126.75,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,1116,695,jeaton@vizpainter.com,2019/4/7,2019/5/17,JO-15550,American,62,DFW-CMH,Economy,Joel Eaton,Joel Eaton,131.111111111,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,9,1116,695,jeaton@vizpainter.com,2019/4/7,2019/5/17,JO-15550,American,62,DFW-CMH,Economy,Joel Eaton,Joel Eaton,131.111111111,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Extreme,Origin,DFW,19,1117,3345,sgoranitis@vizpainter.com,2020/8/1,2020/9/1,TB-21055,Delta,181,DFW-COS,Business,Speros Goranitis,Speros Goranitis,160.736842105,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,COS,19,1117,3345,sgoranitis@vizpainter.com,2020/8/1,2020/9/1,TB-21055,Delta,181,DFW-COS,Business,Speros Goranitis,Speros Goranitis,160.736842105,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,5,1118,5638,mabelman@vizpainter.com,2021/2/4,2021/4/1,ML-18040,United,228,DFW-MCO,Economy,Matt Abelman,Matt Abelman,181.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,5,1118,5638,mabelman@vizpainter.com,2021/2/4,2021/4/1,ML-18040,United,228,DFW-MCO,Economy,Matt Abelman,Matt Abelman,181.4,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,8,1119,4076,dvan@vizpainter.com,2021/10/1,2021/11/20,DK-12895,Delta,342,DFW-MCO,Business,Darrin Van Huff,Darrin Van Huff,144,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,8,1119,4076,dvan@vizpainter.com,2021/10/1,2021/11/20,DK-12895,Delta,342,DFW-MCO,Business,Darrin Van Huff,Darrin Van Huff,144,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,8,1120,4839,emoren@vizpainter.com,2021/4/23,2021/6/3,FH-14350,United,185,DFW-COS,Economy,Eugene Moren,Eugene Moren,124.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,8,1120,4839,emoren@vizpainter.com,2021/4/23,2021/6/3,FH-14350,United,185,DFW-COS,Economy,Eugene Moren,Eugene Moren,124.75,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Extreme,Origin,DFW,16,1121,3370,ndecherney@vizpainter.com,2019/11/3,2019/11/25,NW-18400,United,182,DFW-SEA,Economy,Natalie DeCherney,Natalie DeCherney,126,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SEA,16,1121,3370,ndecherney@vizpainter.com,2019/11/3,2019/11/25,NW-18400,United,182,DFW-SEA,Economy,Natalie DeCherney,Natalie DeCherney,126,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,11,1122,2243,bpak@vizpainter.com,2021/11/12,2021/11/25,BF-11005,American (AA),233,DFW-JFK,Economy,Becky Pak,Becky Pak,164.727272727,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,11,1122,2243,bpak@vizpainter.com,2021/11/12,2021/11/25,BF-11005,American (AA),233,DFW-JFK,Economy,Becky Pak,Becky Pak,164.727272727,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Frequent,Origin,DFW,14,1123,9650,mschwartz@vizpainter.com,2020/10/20,2020/11/30,MS-17365,AA,105,DFW-BUF,Economy,Maxwell Schwartz,Maxwell Schwartz,166.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,BUF,14,1123,9650,mschwartz@vizpainter.com,2020/10/20,2020/11/30,MS-17365,AA,105,DFW-BUF,Economy,Maxwell Schwartz,Maxwell Schwartz,166.142857143,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062
Casual,Origin,DFW,5,1124,2415,scartwright@vizpainter.com,2020/12/6,2021/1/2,TB-21595,Delta,269,DFW-SLC,Economy,Steven Cartwright,Steven Cartwright,195.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,5,1124,2415,scartwright@vizpainter.com,2020/12/6,2021/1/2,TB-21595,Delta,269,DFW-SLC,Economy,Steven Cartwright,Steven Cartwright,195.2,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,11,1125,7026,scoram@vizpainter.com,2021/1/15,2021/2/11,SP-20545,American Airlines,351,DFW-SAN,Business,Scot Coram,Scot Coram,202.181818182,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,11,1125,7026,scoram@vizpainter.com,2021/1/15,2021/2/11,SP-20545,American Airlines,351,DFW-SAN,Business,Scot Coram,Scot Coram,202.181818182,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,1126,3178,scraven@vizpainter.com,2021/8/25,2021/9/10,SH-20395,AA,78,DFW-COS,Economy,Sam Craven,Sam Craven,111.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,5,1126,3178,scraven@vizpainter.com,2021/8/25,2021/9/10,SH-20395,AA,78,DFW-COS,Economy,Sam Craven,Sam Craven,111.8,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,1127,7859,lradford@vizpainter.com,2018/5/3,2018/6/1,LW-16825,United,149,DFW-GRB,Economy,Lena Radford,Lena Radford,216.555555556,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,GRB,9,1127,7859,lradford@vizpainter.com,2018/5/3,2018/6/1,LW-16825,United,149,DFW-GRB,Economy,Lena Radford,Lena Radford,216.555555556,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Infrequent,Origin,DFW,3,1128,8846,bnorvell@vizpainter.com,2021/11/11,2021/12/23,BP-11290,American,222,DFW-BUR,Business,Brad Norvell,Brad Norvell,168.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,BUR,3,1128,8846,bnorvell@vizpainter.com,2021/11/11,2021/12/23,BP-11290,American,222,DFW-BUR,Business,Brad Norvell,Brad Norvell,168.333333333,BUR,Bob Hope Airport,34.20069885,-118.3590012
Casual,Origin,DFW,6,1129,5482,cbergmann@vizpainter.com,2021/6/28,2021/10/13,CS-12250,AA,304,DFW-HIO,Economy,Claudia Bergmann,Claudia Bergmann,322.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,6,1129,5482,cbergmann@vizpainter.com,2021/6/28,2021/10/13,CS-12250,AA,304,DFW-HIO,Economy,Claudia Bergmann,Claudia Bergmann,322.5,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,6,1130,9649,mmoore,2018/10/17,2018/11/24,MW-18220,American,359,DFW-SAN,Business,Michael Moore,Michael Moore,242.166666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,6,1130,9649,mmoore,2018/10/17,2018/11/24,MW-18220,American,359,DFW-SAN,Business,Michael Moore,Michael Moore,242.166666667,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,1131,4949,bfisher@vizpainter.com,2021/10/26,2021/12/2,BD-11320,American (AA),256,DFW-SEA,Business,Barbara Fisher,Barbara Fisher,146.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,5,1131,4949,bfisher@vizpainter.com,2021/10/26,2021/12/2,BD-11320,American (AA),256,DFW-SEA,Business,Barbara Fisher,Barbara Fisher,146.4,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,7,1132,3348,nwebber@vizpainter.com,2019/7/2,2019/8/20,ON-18715,Delta,84,DFW-CMH,Economy,Natalie Webber,Natalie Webber,140.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,7,1132,3348,nwebber@vizpainter.com,2019/7/2,2019/8/20,ON-18715,Delta,84,DFW-CMH,Economy,Natalie Webber,Natalie Webber,140.142857143,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,10,1133,618,mkennedy@vizpainter.com,2021/8/7,2021/8/22,NG-18355,United,252,DFW-MCO,Economy,Mike Kennedy,Mike Kennedy,185.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,10,1133,618,mkennedy@vizpainter.com,2021/8/7,2021/8/22,NG-18355,United,252,DFW-MCO,Economy,Mike Kennedy,Mike Kennedy,185.8,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,10,1134,9450,tsissman@vizpainter.com,2018/7/8,2018/9/13,TS-21340,Delta,114,DFW-SEA,Economy,Thais Sissman,Thais Sissman,144.3,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,10,1134,9450,tsissman@vizpainter.com,2018/7/8,2018/9/13,TS-21340,Delta,114,DFW-SEA,Economy,Thais Sissman,Thais Sissman,144.3,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,13,1135,2574,sshifley@vizpainter.com,2021/6/3,2021/7/14,SM-20320,American (AA),227,DFW-MCO,Economy,Saphhira Shifley,Saphhira Shifley,132.923076923,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,13,1135,2574,sshifley@vizpainter.com,2021/6/3,2021/7/14,SM-20320,American (AA),227,DFW-MCO,Economy,Saphhira Shifley,Saphhira Shifley,132.923076923,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,3,1136,5288,kcarter@vizpainter.com,2021/3/4,2021/5/6,LH-17020,United,111,DFW-BUF,Economy,Kimberly Carter,Kimberly Carter,171,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,BUF,3,1136,5288,kcarter@vizpainter.com,2021/3/4,2021/5/6,LH-17020,United,111,DFW-BUF,Economy,Kimberly Carter,Kimberly Carter,171,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062
Frequent,Origin,DFW,12,1137,3082,djones@vizpainter.com,2021/3/16,2021/6/2,DW-13480,AA,65,DFW-SEA,Economy,Don Jones,Don Jones,131.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,12,1137,3082,djones@vizpainter.com,2021/3/16,2021/6/2,DW-13480,AA,65,DFW-SEA,Economy,Don Jones,Don Jones,131.833333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,9,1138,8665,ashami@vizpainter.com,2021/2/26,2021/4/1,AB-10165,Delta,379,DFW-MCO,Business,Adrian Shami,Adrian Shami,166.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,9,1138,8665,ashami@vizpainter.com,2021/2/26,2021/4/1,AB-10165,Delta,379,DFW-MCO,Business,Adrian Shami,Adrian Shami,166.666666667,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,6,1139,4195,bvenier@vizpainter.com,2019/5/15,2019/6/22,BG-11740,American Airlines,76,DFW-CMH,Economy,Benjamin Venier,Benjamin Venier,193.166666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,6,1139,4195,bvenier@vizpainter.com,2019/5/15,2019/6/22,BG-11740,American Airlines,76,DFW-CMH,Economy,Benjamin Venier,Benjamin Venier,193.166666667,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Frequent,Origin,DFW,11,1140,1230,tsayre@vizpainter.com,2021/10/20,2021/11/11,ZC-21910,Delta,178,DFW-MCO,Economy,Tony Sayre,Tony Sayre,166.363636364,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,11,1140,1230,tsayre@vizpainter.com,2021/10/20,2021/11/11,ZC-21910,Delta,178,DFW-MCO,Economy,Tony Sayre,Tony Sayre,166.363636364,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,5,1141,148,jlanier@vizpainter.com,2020/11/17,2020/12/8,JE-16165,Delta,270,DFW-SAN,Economy,James Lanier,James Lanier,146.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,5,1141,148,jlanier@vizpainter.com,2020/11/17,2020/12/8,JE-16165,Delta,270,DFW-SAN,Economy,James Lanier,James Lanier,146.4,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,1142,2769,mgnade@vizpainter.com,2019/3/18,2019/4/7,MO-17950,United,387,DFW-GRB,Business,Maureen Gnade,Maureen Gnade,251.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,GRB,5,1142,2769,mgnade@vizpainter.com,2019/3/18,2019/4/7,MO-17950,United,387,DFW-GRB,Business,Maureen Gnade,Maureen Gnade,251.2,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Casual,Origin,DFW,10,1143,8593,sjordon@vizpainter.com,2021/3/21,2021/4/26,SO-20335,American,306,DFW-MCO,Business,Sarah Jordon,Sarah Jordon,182.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,10,1143,8593,sjordon@vizpainter.com,2021/3/21,2021/4/26,SO-20335,American,306,DFW-MCO,Business,Sarah Jordon,Sarah Jordon,182.2,MCO,Orlando International Airport,28.42939949,-81.30899811
